gene	tpm_wt	label	strain	tpm_mutant	background	knockout
1.1	0.0074273393096180515		11-44-phi10	0.007930114648646382	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
1.3	0.007140217037370791		11-44-phi10	0.007910446315357327	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
1.4	0.0035823868785066475		11-44-phi10	0.0031845639871902164	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
1.5	0.01069803344234591		11-44-phi10	0.013272476886111323	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
1.6	0.008647038982139543		11-44-phi10	0.010692127904502725	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
1.7	0.009550071821309507		11-44-phi10	0.011857127655015051	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
1.8	0.015034614606147363		11-44-phi10	0.01815570921328355	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
2	0.01100446719483907		11-44-phi10	0.01132101541787768	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
2.5	0.012774637164722541		11-44-phi10	0.011091441151185488	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
2.8	0.0151323602419194		11-44-phi10	0.014597604667196092	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
3	0.020529444435843036		11-44-phi10	0.0254695286095669	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
3.5	0.025622535849217476		11-44-phi10	0.029194395390087884	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
3.8	0.0010850084840926684		11-44-phi10	0.0009937529613583864	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
4A	0.0019200163962098148		11-44-phi10	0.0013653583798383837	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
4.1	0.0025850355897906073		11-44-phi10	0.0019699488081829967	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
4B	0.0019988098982957675		11-44-phi10	0.001410606467687119	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
4.2	0.003920213082933003		11-44-phi10	0.0029629050248091283	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
4.3	0.008517204795573519		11-44-phi10	0.007043817284117631	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
4.5	0.0056222812849951575		11-44-phi10	0.0034348430616886615	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
4.7	0.001974504596179401		11-44-phi10	0.0022113015094737533	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
5	0.0023919550714731337		11-44-phi10	0.0030042529132693584	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
5.3	0.004799029371345993		11-44-phi10	0.00663882871923105	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
5.5-5.7	0.0055430238851232475		11-44-phi10	0.006014506787260692	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
5.5	0.006349627957261149		11-44-phi10	0.00700146703236401	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
5.7	0.007626246740450409		11-44-phi10	0.008387039900959573	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
5.9	0.007788084759816823		11-44-phi10	0.008243942210657058	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
6	0.006998431512180275		11-44-phi10	0.00765583702538377	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
6.3	0.011663469691809978		11-44-phi10	0.012671435361376953	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
6.5	0.03246092561985811		11-44-phi10	0.042974159259591	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
6.7	0.03499898559703219		11-44-phi10	0.04305256352815785	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
7	0.03671498722302529		11-44-phi10	0.04640108261791913	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
7.3	0.04331317840307435		11-44-phi10	0.05357607264168551	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
7.7	0.03547522917069264		11-44-phi10	0.04294614517975595	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
8	0.03006269427058609	8	11-44-phi10	0.038694084085576085	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
9	0.05589605308615307	9	11-44-phi10	0.029185975342098134	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
10A	0.128235911571677	10A	11-44-phi10	0.05519964214877795	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
11	0.012463572315618841		11-44-phi10	0.0052558064103042585	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
12	0.009027979005096087		11-44-phi10	0.005816974645103035	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
13	0.00979804159769017		11-44-phi10	0.01260658755085995	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
14	0.01804931561400329		11-44-phi10	0.022981385446557232	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
15	0.013813525210848188		11-44-phi10	0.01727906564577595	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
16	0.009544124375287162		11-44-phi10	0.013554032718286667	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
17	0.02197047996468145		11-44-phi10	0.0320204139992823	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
17.5	0.0217402318217589		11-44-phi10	0.022622179417009232	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
18	0.018712417900320275		11-44-phi10	0.023559960089184182	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
18.5	0.012517383721651175		11-44-phi10	0.020756583784998617	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
18.7	0.012856258692398162		11-44-phi10	0.020268227109870668	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
19	0.010738206128414174		11-44-phi10	0.0190392371064339	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
19.2	0.015298211061326937		11-44-phi10	0.029810324533045718	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
19.3	0.015641304573933774		11-44-phi10	0.027800935631534733	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
19.5	0.041365523145565235		11-44-phi10	0.06814928674661802	"paste(""10""[""deop""])"	"paste(Delta, phi, ""10"")"
0.3	0.0009473417853596758		8st-9	0.0018149962388800285	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
0.4	1.5760609980165976e-06		8st-9	9.746827847680772e-07	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
0.7	0.00045426013250041597		8st-9	0.0008837474388256149	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
0.5	9.070193380385774e-07		8st-9	9.525642297557959e-07	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
0.6B	4.286619184509195e-07		8st-9	6.979127021047302e-07	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
0.6A	2.157146854190165e-07		8st-9	1.1065946862449737e-06	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1	0.0011262250376203181		8st-9	0.001307299670127004	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.2	0.006946088163029126		8st-9	0.011557523584482374	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.1	0.0074273393096180515		8st-9	0.012648399116537735	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.3	0.007140217037370791		8st-9	0.010588602285784126	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.4	0.0035823868785066475		8st-9	0.005453124679502453	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.5	0.01069803344234591		8st-9	0.018499321544571255	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.6	0.008647038982139543		8st-9	0.016249243306794385	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.7	0.009550071821309507		8st-9	0.018838688687869157	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
1.8	0.015034614606147363		8st-9	0.029627730032645114	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
2	0.01100446719483907		8st-9	0.02235283198993277	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
2.5	0.012774637164722541		8st-9	0.025427464447345484	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
2.8	0.0151323602419194		8st-9	0.024856701069277815	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
3	0.020529444435843036		8st-9	0.03180862928120376	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
3.5	0.025622535849217476		8st-9	0.038375857989003274	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
3.8	0.0010850084840926684		8st-9	0.0036597803289487186	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
4A	0.0019200163962098148		8st-9	0.006959232358021967	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
4.1	0.0025850355897906073		8st-9	0.00916124503934766	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
4B	0.0019988098982957675		8st-9	0.007266596587837019	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
4.2	0.003920213082933003		8st-9	0.014172209982999298	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
4.3	0.008517204795573519		8st-9	0.032485752290582925	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
4.5	0.0056222812849951575		8st-9	0.02486723914638034	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
4.7	0.001974504596179401		8st-9	0.005499348711770483	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
5	0.0023919550714731337		8st-9	0.005656605870104979	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
5.3	0.004799029371345993		8st-9	0.009993232214768704	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
5.5-5.7	0.0055430238851232475		8st-9	0.012197320157965383	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
5.5	0.006349627957261149		8st-9	0.013492676991019463	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
5.7	0.007626246740450409		8st-9	0.0169598069580175	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
5.9	0.007788084759816823		8st-9	0.017523662553140286	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
6	0.006998431512180275		8st-9	0.014108682933457885	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
6.3	0.011663469691809978		8st-9	0.023131920046808585	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
6.5	0.03246092561985811		8st-9	0.027554503404271746	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
6.7	0.03499898559703219		8st-9	0.03205625970576803	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
7	0.03671498722302529		8st-9	0.0301721187250897	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
7.3	0.04331317840307435		8st-9	0.035063384869508274	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
7.7	0.03547522917069264		8st-9	0.025286697012587185	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
8	0.03006269427058609	8	8st-9	0.013482000914701543	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
9	0.05589605308615307	9	8st-9	0.014538911221302157	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
10A	0.128235911571677	10A	8st-9	0.055859919012170856	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
11	0.012463572315618841		8st-9	0.006723971246938351	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
12	0.009027979005096087		8st-9	0.005137271196955737	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
13	0.00979804159769017		8st-9	0.00748066781816671	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
14	0.01804931561400329		8st-9	0.014075433117135314	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
15	0.013813525210848188		8st-9	0.010389876852231753	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
16	0.009544124375287162		8st-9	0.0072167979507377685	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
17	0.02197047996468145		8st-9	0.024030625337554342	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
17.5	0.0217402318217589		8st-9	0.025808089762195542	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
18	0.018712417900320275		8st-9	0.020767515886341143	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
18.5	0.012517383721651175		8st-9	0.014429896737741829	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
18.7	0.012856258692398162		8st-9	0.015463744192941572	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
19	0.010738206128414174		8st-9	0.012439135342295028	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
19.2	0.015298211061326937		8st-9	0.018878243157627973	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
19.3	0.015641304573933774		8st-9	0.0182267650766684	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
19.5	0.041365523145565235		8st-9	0.024322893580218642	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9"")"
0.3	0.0009473417853596758		8st-910	0.00166420619243708	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
0.4	1.5760609980165976e-06		8st-910	8.960004959415732e-07	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
0.7	0.00045426013250041597		8st-910	0.0008079121431224403	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
0.5	9.070193380385774e-07		8st-910	1.2393973656092463e-06	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
0.6B	4.286619184509195e-07		8st-910	5.323464620415777e-07	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
0.6A	2.157146854190165e-07		8st-910	7.955392911933155e-07	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1	0.0011262250376203181		8st-910	0.0014173263118482742	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.2	0.006946088163029126		8st-910	0.011782138152093643	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.1	0.0074273393096180515		8st-910	0.012619863032813258	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.3	0.007140217037370791		8st-910	0.011609412169525315	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.4	0.0035823868785066475		8st-910	0.00616664558161621	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.5	0.01069803344234591		8st-910	0.019823254978222373	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.6	0.008647038982139543		8st-910	0.01778427893288114	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.7	0.009550071821309507		8st-910	0.020298939626519272	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
1.8	0.015034614606147363		8st-910	0.0318578062687451	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
2	0.01100446719483907		8st-910	0.023535847657640815	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
2.5	0.012774637164722541		8st-910	0.024187983310095328	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
2.8	0.0151323602419194		8st-910	0.024123275872550812	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
3	0.020529444435843036		8st-910	0.03252841582492318	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
3.5	0.025622535849217476		8st-910	0.03764553908663246	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
3.8	0.0010850084840926684		8st-910	0.004204064422046742	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
4A	0.0019200163962098148		8st-910	0.00713079542651187	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
4.1	0.0025850355897906073		8st-910	0.009997233938899175	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
4B	0.0019988098982957675		8st-910	0.007389174963864669	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
4.2	0.003920213082933003		8st-910	0.013881943809142934	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
4.3	0.008517204795573519		8st-910	0.029849745703478356	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
4.5	0.0056222812849951575		8st-910	0.020507061988164422	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
4.7	0.001974504596179401		8st-910	0.005350528585919669	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
5	0.0023919550714731337		8st-910	0.006241142272320841	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
5.3	0.004799029371345993		8st-910	0.011360333103878673	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
5.5-5.7	0.0055430238851232475		8st-910	0.012045744748541289	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
5.5	0.006349627957261149		8st-910	0.013523834080868163	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
5.7	0.007626246740450409		8st-910	0.016565917793634814	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
5.9	0.007788084759816823		8st-910	0.0167978265498233	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
6	0.006998431512180275		8st-910	0.0138628580021318	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
6.3	0.011663469691809978		8st-910	0.023364202372281984	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
6.5	0.03246092561985811		8st-910	0.034688619914239584	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
6.7	0.03499898559703219		8st-910	0.038339821029065586	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
7	0.03671498722302529		8st-910	0.03731857703446097	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
7.3	0.04331317840307435		8st-910	0.043414046868640026	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
7.7	0.03547522917069264		8st-910	0.028794094200009057	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
8	0.03006269427058609	8	8st-910	0.014536120261255343	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
9	0.05589605308615307	9	8st-910	0.012504980965318586	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
10A	0.128235911571677	10A	8st-910	0.017522968422966613	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
11	0.012463572315618841		8st-910	0.00279883096334556	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
12	0.009027979005096087		8st-910	0.0022596870725326056	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
13	0.00979804159769017		8st-910	0.007377257035096156	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
14	0.01804931561400329		8st-910	0.013568376686714158	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
15	0.013813525210848188		8st-910	0.00953781393152647	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
16	0.009544124375287162		8st-910	0.006594010489194893	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
17	0.02197047996468145		8st-910	0.030667396237602514	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
17.5	0.0217402318217589		8st-910	0.030786568112326513	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
18	0.018712417900320275		8st-910	0.025804148995720488	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
18.5	0.012517383721651175		8st-910	0.018317858828319957	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
18.7	0.012856258692398162		8st-910	0.01940915117088666	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
19	0.010738206128414174		8st-910	0.015072667405068	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
19.2	0.015298211061326937		8st-910	0.023289853932789213	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
19.3	0.015641304573933774		8st-910	0.021958194690899456	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
19.5	0.041365523145565235		8st-910	0.038875928691967154	"paste(""8""[Delta][""stop""])"	"paste(Delta, phi, ""9/"", phi, ""10"")"
