GEOID,state,income,income.moe,age,age.moe
21165,Kentucky,31503.0,3675.0,41.6,1.8
21167,Kentucky,42083.0,4083.0,42.6,0.5
21169,Kentucky,32294.0,2849.0,43.4,0.6
21171,Kentucky,31045.0,1990.0,42.7,0.8
21173,Kentucky,39275.0,3473.0,38.8,0.6
21175,Kentucky,29707.0,2980.0,40.7,0.6
21177,Kentucky,38961.0,2438.0,41.5,0.3
21179,Kentucky,49298.0,2651.0,37.9,0.7
21181,Kentucky,36097.0,3292.0,41.8,1.1
21183,Kentucky,40189.0,2883.0,40.2,0.6
21185,Kentucky,85452.0,2772.0,39.6,0.4
21187,Kentucky,41934.0,4265.0,41.7,1.1
21189,Kentucky,20985.0,3161.0,43.0,3.1
21191,Kentucky,48353.0,4990.0,41.5,1.6
21193,Kentucky,32667.0,3938.0,41.4,0.4
21195,Kentucky,33183.0,1404.0,41.1,0.4
21197,Kentucky,29736.0,4655.0,38.4,0.8
21199,Kentucky,34790.0,2528.0,42.0,0.5
21201,Kentucky,31741.0,3839.0,46.7,4.7
21203,Kentucky,31555.0,2508.0,41.8,0.7
21205,Kentucky,36860.0,3376.0,32.2,1.0
21207,Kentucky,30720.0,1909.0,42.9,1.1
21209,Kentucky,63027.0,2780.0,35.8,0.3
21211,Kentucky,60324.0,2729.0,38.7,0.5
21213,Kentucky,39679.0,3954.0,39.6,0.5
21215,Kentucky,63000.0,3435.0,40.5,0.5
21217,Kentucky,33340.0,2455.0,39.2,0.6
21219,Kentucky,40497.0,4357.0,36.9,0.8
21221,Kentucky,44083.0,4643.0,45.1,0.5
21223,Kentucky,47409.0,3974.0,41.1,1.4
21225,Kentucky,40120.0,3015.0,37.1,0.8
21227,Kentucky,44911.0,1525.0,32.8,0.2
21229,Kentucky,40976.0,5053.0,41.5,0.7
21231,Kentucky,28573.0,2414.0,42.0,0.5
21233,Kentucky,38917.0,2794.0,39.7,0.8
21235,Kentucky,31014.0,2554.0,37.1,0.5
21237,Kentucky,20504.0,2614.0,41.8,0.8
21239,Kentucky,58750.0,3915.0,41.9,0.7
22001,Louisiana,37649.0,2481.0,35.7,0.2
22003,Louisiana,40948.0,3552.0,38.5,1.1
22005,Louisiana,70551.0,1834.0,34.8,0.3
22007,Louisiana,49167.0,2888.0,39.3,1.1
22009,Louisiana,33739.0,3075.0,38.2,0.4
22011,Louisiana,45969.0,3637.0,37.5,0.5
22013,Louisiana,32876.0,2567.0,42.3,0.7
22015,Louisiana,52892.0,2213.0,34.7,0.2
22017,Louisiana,41234.0,1042.0,36.6,0.2
22019,Louisiana,45312.0,1319.0,36.1,0.2
22021,Louisiana,33294.0,4550.0,39.9,1.4
22023,Louisiana,64231.0,4778.0,42.6,2.5
22025,Louisiana,34904.0,5260.0,38.5,0.7
22027,Louisiana,32072.0,2317.0,42.2,1.2
22029,Louisiana,29654.0,4145.0,38.3,1.0
22031,Louisiana,41468.0,3013.0,39.8,0.9
22033,Louisiana,49285.0,1121.0,33.2,0.2
22035,Louisiana,21099.0,2897.0,33.3,1.7
22037,Louisiana,45520.0,2989.0,41.8,0.5
22039,Louisiana,30009.0,2571.0,35.8,0.3
22041,Louisiana,30275.0,3181.0,37.9,0.9
22043,Louisiana,39914.0,2467.0,37.6,0.5
22045,Louisiana,45261.0,1707.0,35.8,0.2
22047,Louisiana,45117.0,4436.0,38.4,0.5
22049,Louisiana,38029.0,3781.0,39.6,0.6
22051,Louisiana,47947.0,969.0,38.7,0.2
22053,Louisiana,39063.0,3231.0,38.4,0.5
22055,Louisiana,51869.0,995.0,34.0,0.2
22057,Louisiana,51030.0,1656.0,36.6,0.3
22059,Louisiana,37310.0,5329.0,38.6,1.0
22061,Louisiana,33467.0,2386.0,27.4,0.4
22063,Louisiana,58251.0,2946.0,35.3,0.1
22065,Louisiana,23854.0,2595.0,34.6,0.4
22067,Louisiana,28003.0,3159.0,39.3,0.7
22069,Louisiana,31345.0,1707.0,33.8,0.4
22071,Louisiana,36792.0,654.0,35.4,0.1
22073,Louisiana,37754.0,1680.0,34.7,0.2
22075,Louisiana,50314.0,4333.0,36.5,0.6
22077,Louisiana,43825.0,4227.0,42.6,0.5
22079,Louisiana,40734.0,1418.0,37.4,0.3
22081,Louisiana,38000.0,5108.0,39.8,0.7
22083,Louisiana,36421.0,3154.0,38.0,0.5
22085,Louisiana,38828.0,2100.0,41.5,0.6
22087,Louisiana,42753.0,1795.0,33.0,0.3
22089,Louisiana,59990.0,2481.0,37.2,0.4
22091,Louisiana,35437.0,5503.0,39.2,1.9
22093,Louisiana,51107.0,5713.0,38.8,0.5
22095,Louisiana,50921.0,1889.0,36.0,0.4
22097,Louisiana,32625.0,1978.0,36.6,0.3
22099,Louisiana,42794.0,3904.0,36.7,0.5
22101,Louisiana,40781.0,1518.0,37.7,0.6
22103,Louisiana,62137.0,1685.0,39.8,0.3
22105,Louisiana,41302.0,1952.0,34.4,0.2
22107,Louisiana,22940.0,3368.0,43.0,1.6
22109,Louisiana,47826.0,2388.0,35.2,0.2
22111,Louisiana,34992.0,3463.0,41.7,0.8
22113,Louisiana,45374.0,2499.0,36.7,0.4
22115,Louisiana,46312.0,1385.0,30.0,0.1
22117,Louisiana,30705.0,1997.0,39.2,0.9
22119,Louisiana,33681.0,2328.0,40.9,0.5
22121,Louisiana,53703.0,3313.0,35.4,0.2
22123,Louisiana,31926.0,4339.0,39.7,1.5
22125,Louisiana,56685.0,12161.0,40.4,1.1
22127,Louisiana,31087.0,4239.0,41.3,0.7
23001,Maine,47537.0,1689.0,40.6,0.3
23003,Maine,36923.0,893.0,46.6,0.2
23005,Maine,60051.0,1201.0,41.9,0.3
23007,Maine,42811.0,2003.0,44.9,0.3
23009,Maine,47030.0,1669.0,47.4,0.3
23011,Maine,46917.0,1596.0,44.0,0.2
23013,Maine,50693.0,1972.0,47.2,0.3
23015,Maine,50462.0,2464.0,49.8,0.2
23017,Maine,40630.0,1663.0,45.7,0.2
23019,Maine,44271.0,1142.0,41.3,0.3
23021,Maine,37495.0,2115.0,49.8,0.2
23023,Maine,53298.0,2998.0,45.2,0.2
23025,Maine,40066.0,1771.0,44.9,0.1
23027,Maine,44082.0,1630.0,45.0,0.2
23029,Maine,38083.0,1141.0,46.8,0.4
23031,Maine,57919.0,1817.0,44.1,0.2
24001,Maryland,40551.0,1256.0,41.5,0.4
24003,Maryland,89860.0,1208.0,38.4,0.2
24005,Maryland,67095.0,812.0,39.1,0.2
24009,Maryland,95828.0,1911.0,40.6,0.3
24011,Maryland,52465.0,2207.0,40.1,0.3
24013,Maryland,85385.0,1630.0,42.2,0.2
24015,Maryland,66396.0,2103.0,40.1,0.4
24017,Maryland,90607.0,1803.0,37.7,0.3
24019,Maryland,47093.0,1931.0,43.8,0.5
24021,Maryland,83700.0,1810.0,39.1,0.2
24023,Maryland,45432.0,3020.0,44.5,0.2
24025,Maryland,80465.0,1153.0,40.1,0.2
24027,Maryland,110238.0,1963.0,38.8,0.2
24029,Maryland,58147.0,3437.0,46.2,0.5
24031,Maryland,99435.0,952.0,38.5,0.2
24033,Maryland,74260.0,766.0,35.8,0.1
24035,Maryland,85963.0,3994.0,43.5,0.3
24037,Maryland,86987.0,2126.0,36.3,0.3
24039,Maryland,35154.0,3464.0,37.0,0.6
24041,Maryland,58228.0,4949.0,49.0,0.3
24043,Maryland,56228.0,1335.0,40.4,0.3
24045,Maryland,52278.0,1532.0,35.5,0.3
24047,Maryland,56773.0,2857.0,49.1,0.2
24510,Maryland,42241.0,536.0,34.6,0.1
25001,Massachusetts,63251.0,1533.0,51.3,0.1
25003,Massachusetts,49956.0,1524.0,45.8,0.1
25005,Massachusetts,56842.0,935.0,40.6,0.1
25007,Massachusetts,64222.0,8996.0,45.9,0.9
25009,Massachusetts,69068.0,1020.0,40.6,0.2
25011,Massachusetts,55221.0,1954.0,45.1,0.2
25013,Massachusetts,50461.0,855.0,38.6,0.2
25015,Massachusetts,61368.0,1419.0,35.9,0.2
25017,Massachusetts,85118.0,757.0,38.5,0.2
25019,Massachusetts,84057.0,7361.0,39.5,1.4
25021,Massachusetts,88262.0,1348.0,40.9,0.2
25023,Massachusetts,75459.0,1061.0,42.1,0.1
25025,Massachusetts,55044.0,992.0,32.2,0.1
25027,Massachusetts,65313.0,682.0,39.8,0.2
26001,Michigan,38033.0,1749.0,56.6,0.3
26003,Michigan,39300.0,3165.0,48.7,0.4
26005,Michigan,54264.0,1359.0,40.0,0.3
26007,Michigan,38829.0,1569.0,47.1,0.3
26009,Michigan,46845.0,1762.0,49.5,0.2
26011,Michigan,38307.0,1629.0,48.4,0.4
26013,Michigan,39803.0,2514.0,43.6,1.4
26015,Michigan,55064.0,2552.0,42.6,0.3
26017,Michigan,45583.0,1434.0,42.6,0.3
26019,Michigan,47388.0,2287.0,48.4,0.3
26021,Michigan,44993.0,1009.0,41.4,0.3
26023,Michigan,44373.0,1589.0,40.6,0.5
26025,Michigan,42520.0,1056.0,40.1,0.2
26027,Michigan,46570.0,1880.0,44.1,0.2
26029,Michigan,46554.0,1601.0,46.7,0.3
26031,Michigan,40219.0,1325.0,49.1,0.3
26033,Michigan,41993.0,1700.0,39.0,0.5
26035,Michigan,33015.0,1106.0,46.4,0.2
26037,Michigan,60909.0,1394.0,39.7,0.3
26039,Michigan,41743.0,2001.0,49.3,0.3
26041,Michigan,42031.0,1976.0,46.4,0.3
26043,Michigan,43779.0,3239.0,46.4,0.4
26045,Michigan,54993.0,1364.0,41.0,0.3
26047,Michigan,51018.0,1617.0,44.3,0.2
26049,Michigan,42327.0,575.0,39.6,0.2
26051,Michigan,38021.0,1449.0,48.9,0.3
26053,Michigan,35686.0,1379.0,48.3,0.4
26055,Michigan,52950.0,1821.0,41.7,0.5
26057,Michigan,41912.0,1381.0,38.9,0.5
26059,Michigan,41961.0,1342.0,42.0,0.3
26061,Michigan,37776.0,1703.0,32.8,0.3
26063,Michigan,42161.0,1329.0,48.0,0.2
26065,Michigan,45679.0,852.0,31.5,0.2
26067,Michigan,49124.0,1626.0,37.9,0.5
26069,Michigan,37317.0,1289.0,52.0,0.3
26071,Michigan,33663.0,1724.0,53.3,0.3
26073,Michigan,39377.0,1283.0,26.3,0.3
26075,Michigan,46326.0,1459.0,40.5,0.3
26077,Michigan,47476.0,980.0,34.0,0.2
26079,Michigan,40534.0,1337.0,44.4,0.4
26081,Michigan,53063.0,550.0,34.8,0.1
26083,Michigan,37813.0,4009.0,54.5,0.5
26085,Michigan,30439.0,1612.0,51.5,0.3
26087,Michigan,52996.0,1367.0,43.3,0.2
26089,Michigan,56189.0,2327.0,52.4,0.3
26091,Michigan,48043.0,1244.0,40.9,0.2
26093,Michigan,75204.0,906.0,42.1,0.2
26095,Michigan,37088.0,2847.0,44.3,0.8
26097,Michigan,38434.0,1822.0,50.9,0.4
26099,Michigan,54582.0,606.0,40.8,0.2
26101,Michigan,41395.0,1590.0,48.2,0.3
26103,Michigan,45409.0,1226.0,39.1,0.3
26105,Michigan,42024.0,2229.0,45.7,0.3
26107,Michigan,41889.0,1556.0,35.7,0.4
26109,Michigan,40373.0,1379.0,47.5,0.3
26111,Michigan,54059.0,1681.0,40.9,0.4
26113,Michigan,41098.0,1493.0,43.0,0.4
26115,Michigan,55653.0,1535.0,41.7,0.2
26117,Michigan,41584.0,1204.0,40.0,0.4
26119,Michigan,36250.0,1815.0,54.6,0.3
26121,Michigan,42829.0,917.0,39.1,0.3
26123,Michigan,43693.0,1342.0,42.4,0.3
26125,Michigan,67465.0,680.0,40.8,0.1
26127,Michigan,41617.0,1409.0,42.3,0.4
26129,Michigan,36063.0,1500.0,49.0,0.3
26131,Michigan,34459.0,2047.0,55.6,0.2
26133,Michigan,38999.0,1564.0,42.5,0.4
26135,Michigan,33021.0,2322.0,51.3,0.3
26137,Michigan,48917.0,2933.0,44.2,0.4
26139,Michigan,58989.0,1424.0,34.7,0.2
26141,Michigan,41213.0,1240.0,53.2,0.3
26143,Michigan,35133.0,1471.0,54.4,0.3
26145,Michigan,43042.0,795.0,40.3,0.2
26147,Michigan,49730.0,1147.0,42.8,0.2
26149,Michigan,44449.0,1194.0,39.2,0.4
26151,Michigan,41100.0,1020.0,44.2,0.1
26153,Michigan,34118.0,2977.0,50.0,0.3
26155,Michigan,48233.0,936.0,41.5,0.3
26157,Michigan,43768.0,1014.0,43.3,0.3
26159,Michigan,46008.0,1763.0,41.3,0.3
26161,Michigan,61003.0,901.0,33.4,0.2
26163,Michigan,41210.0,304.0,37.8,0.1
26165,Michigan,41534.0,1416.0,41.7,0.5
27001,Minnesota,42252.0,893.0,53.1,0.2
27003,Minnesota,70873.0,867.0,37.9,0.2
27005,Minnesota,52038.0,1729.0,42.4,0.3
27007,Minnesota,44757.0,2090.0,33.3,0.3
27009,Minnesota,52178.0,2429.0,35.4,0.4
27011,Minnesota,47794.0,3309.0,49.2,0.6
27013,Minnesota,50061.0,1511.0,30.1,0.1
27015,Minnesota,52598.0,2042.0,43.5,0.3
27017,Minnesota,53227.0,2135.0,41.0,0.4
27019,Minnesota,86323.0,2160.0,36.9,0.3
27021,Minnesota,46531.0,916.0,48.3,0.2
27023,Minnesota,50858.0,2807.0,43.0,0.7
27025,Minnesota,71001.0,1943.0,40.2,0.4
27027,Minnesota,57965.0,2431.0,32.4,0.3
27029,Minnesota,43421.0,1966.0,42.5,0.4
27031,Minnesota,52299.0,3546.0,51.3,0.6
27033,Minnesota,46750.0,3851.0,42.8,0.6
27035,Minnesota,49435.0,1589.0,43.5,0.3
27037,Minnesota,75567.0,820.0,37.5,0.2
27039,Minnesota,68116.0,2915.0,37.9,0.4
27041,Minnesota,54531.0,2085.0,44.1,0.2
27043,Minnesota,47540.0,2494.0,46.7,0.4
27045,Minnesota,51665.0,1872.0,43.0,0.3
27047,Minnesota,47105.0,1270.0,44.6,0.4
27049,Minnesota,57062.0,2249.0,43.0,0.4
27051,Minnesota,50174.0,3814.0,46.3,0.3
27053,Minnesota,65834.0,616.0,36.1,0.2
27055,Minnesota,53809.0,1937.0,45.0,0.2
27057,Minnesota,47486.0,1961.0,48.0,0.4
27059,Minnesota,59865.0,1971.0,39.5,0.5
27061,Minnesota,47761.0,1493.0,45.9,0.3
27063,Minnesota,50574.0,2147.0,43.4,0.6
27065,Minnesota,47384.0,2277.0,43.9,0.6
27067,Minnesota,52632.0,1266.0,39.9,0.5
27069,Minnesota,52326.0,4175.0,48.1,0.5
27071,Minnesota,42919.0,2720.0,47.4,0.7
27073,Minnesota,49903.0,2122.0,49.8,0.2
27075,Minnesota,48417.0,1965.0,50.2,0.3
27077,Minnesota,42263.0,4092.0,50.3,0.7
27079,Minnesota,60632.0,1413.0,41.3,0.5
27081,Minnesota,49575.0,3416.0,46.5,0.4
27083,Minnesota,51600.0,1294.0,35.1,0.3
27085,Minnesota,56128.0,2339.0,39.9,0.4
27087,Minnesota,41118.0,1682.0,36.3,0.6
27089,Minnesota,54092.0,2156.0,43.8,0.4
27091,Minnesota,51391.0,3518.0,45.4,0.5
27093,Minnesota,55042.0,2206.0,42.0,0.4
27095,Minnesota,49094.0,2433.0,40.3,0.3
27097,Minnesota,50049.0,1481.0,41.2,0.4
27099,Minnesota,49427.0,1840.0,39.0,0.5
27101,Minnesota,51983.0,2190.0,47.6,0.4
27103,Minnesota,58640.0,2676.0,35.7,0.5
27105,Minnesota,50625.0,1945.0,36.6,0.6
27107,Minnesota,50377.0,2577.0,45.4,0.4
27109,Minnesota,68023.0,1887.0,36.7,0.2
27111,Minnesota,52365.0,1322.0,46.7,0.3
27113,Minnesota,47127.0,3736.0,39.1,0.5
27115,Minnesota,44549.0,1426.0,43.7,0.3
27117,Minnesota,46990.0,2056.0,42.3,0.5
27119,Minnesota,53326.0,1183.0,38.9,0.5
27121,Minnesota,52785.0,3014.0,46.5,0.3
27123,Minnesota,56104.0,872.0,34.6,0.1
27125,Minnesota,50332.0,2974.0,42.3,0.4
27127,Minnesota,47211.0,1479.0,43.2,0.3
27129,Minnesota,52149.0,1883.0,44.5,0.4
27131,Minnesota,59598.0,2035.0,36.4,0.3
27133,Minnesota,51496.0,3692.0,41.1,0.7
27135,Minnesota,53199.0,1609.0,41.2,0.4
27137,Minnesota,48331.0,1074.0,40.9,0.2
27139,Minnesota,87794.0,2092.0,35.5,0.1
27141,Minnesota,74170.0,2579.0,35.3,0.2
27143,Minnesota,56990.0,2491.0,41.4,0.5
27145,Minnesota,56336.0,975.0,34.0,0.2
27147,Minnesota,57858.0,2118.0,39.8,0.5
27149,Minnesota,52302.0,3546.0,32.7,1.0
27151,Minnesota,49035.0,3973.0,44.5,0.3
27153,Minnesota,46414.0,1967.0,43.0,0.4
27155,Minnesota,49186.0,2915.0,48.4,0.3
27157,Minnesota,56510.0,1667.0,43.8,0.4
27159,Minnesota,41906.0,2982.0,43.3,0.5
27161,Minnesota,53564.0,3614.0,39.0,0.6
27163,Minnesota,83706.0,1524.0,38.9,0.3
27165,Minnesota,50604.0,1759.0,39.6,1.2
27167,Minnesota,51476.0,3286.0,43.7,0.6
27169,Minnesota,50547.0,1745.0,33.9,0.3
27171,Minnesota,73557.0,2119.0,35.6,0.2
27173,Minnesota,53041.0,2157.0,43.0,0.5
28001,Mississippi,28869.0,1872.0,40.7,0.4
28003,Mississippi,36163.0,3135.0,39.9,0.8
28005,Mississippi,30704.0,3339.0,45.3,0.8
28007,Mississippi,32886.0,2177.0,40.8,0.4
28009,Mississippi,33141.0,4739.0,39.8,0.8
28011,Mississippi,27585.0,1896.0,34.7,0.2
28013,Mississippi,31098.0,2601.0,40.5,0.5
28015,Mississippi,37289.0,3646.0,44.6,0.5
28017,Mississippi,30926.0,1640.0,37.7,0.8
28019,Mississippi,30692.0,2878.0,42.8,0.6
28021,Mississippi,23259.0,2401.0,32.7,1.5
28023,Mississippi,35993.0,2156.0,41.3,1.0
28025,Mississippi,31669.0,3292.0,38.8,0.8
28027,Mississippi,28851.0,2660.0,33.5,0.3
28029,Mississippi,35130.0,2141.0,38.1,0.6
28031,Mississippi,31631.0,2413.0,37.6,1.3
28033,Mississippi,58278.0,1553.0,36.0,0.2
28035,Mississippi,36416.0,2129.0,31.9,0.3
28037,Mississippi,38170.0,6093.0,43.2,0.8
28039,Mississippi,44258.0,5333.0,36.4,1.1
28041,Mississippi,40176.0,6892.0,36.9,0.6
28043,Mississippi,31779.0,2572.0,40.4,0.6
28045,Mississippi,43355.0,4330.0,41.8,0.8
28047,Mississippi,41722.0,997.0,35.4,0.2
28049,Mississippi,37324.0,1042.0,33.6,0.2
28051,Mississippi,20732.0,1507.0,33.5,0.3
28053,Mississippi,23216.0,3908.0,35.3,0.3
28055,Mississippi,23491.0,4154.0,44.3,3.8
28057,Mississippi,35004.0,2540.0,39.3,0.8
28059,Mississippi,48406.0,1098.0,37.8,0.4
28061,Mississippi,31578.0,1595.0,41.6,0.7
28063,Mississippi,20743.0,3683.0,34.8,2.6
28065,Mississippi,26279.0,2874.0,43.1,0.9
28067,Mississippi,37143.0,1988.0,36.6,0.4
28069,Mississippi,30056.0,4960.0,38.3,2.3
28071,Mississippi,44643.0,3328.0,28.5,0.4
28073,Mississippi,52035.0,1843.0,34.0,0.4
28075,Mississippi,38132.0,2679.0,37.5,0.4
28077,Mississippi,35634.0,3586.0,40.7,0.7
28079,Mississippi,33452.0,3610.0,34.8,0.6
28081,Mississippi,42784.0,1667.0,36.5,0.4
28083,Mississippi,24233.0,1909.0,32.9,0.7
28085,Mississippi,36473.0,2581.0,37.7,1.0
28087,Mississippi,40239.0,1534.0,36.3,0.4
28089,Mississippi,64376.0,3195.0,37.0,0.3
28091,Mississippi,30668.0,2602.0,39.1,0.6
28093,Mississippi,37419.0,3402.0,39.6,0.6
28095,Mississippi,36783.0,2858.0,40.6,0.9
28097,Mississippi,30146.0,3052.0,41.7,0.8
28099,Mississippi,35645.0,2953.0,35.8,0.4
28101,Mississippi,37045.0,3054.0,37.7,0.5
28103,Mississippi,26677.0,4993.0,36.8,1.2
28105,Mississippi,32485.0,3651.0,25.0,0.3
28107,Mississippi,36555.0,1963.0,36.5,0.5
28109,Mississippi,40976.0,1830.0,40.7,0.4
28111,Mississippi,34045.0,4164.0,40.1,1.2
28113,Mississippi,31677.0,1889.0,36.7,0.6
28115,Mississippi,40645.0,1487.0,37.0,0.6
28117,Mississippi,32945.0,3978.0,39.2,1.0
28119,Mississippi,24583.0,2364.0,38.5,1.0
28121,Mississippi,58801.0,1989.0,36.9,0.3
28123,Mississippi,32935.0,1376.0,36.0,0.4
28125,Mississippi,30525.0,4079.0,38.5,1.5
28127,Mississippi,35375.0,2222.0,37.7,0.7
28129,Mississippi,32951.0,5206.0,40.1,0.8
28131,Mississippi,45025.0,4494.0,36.8,1.2
28133,Mississippi,27384.0,2093.0,34.1,0.3
28135,Mississippi,29731.0,2837.0,36.0,1.2
28137,Mississippi,42880.0,2739.0,36.7,0.6
28139,Mississippi,35609.0,3829.0,38.4,0.9
28141,Mississippi,35143.0,2487.0,42.8,0.5
28143,Mississippi,31211.0,2159.0,32.2,1.1
28145,Mississippi,35865.0,2740.0,38.0,0.6
28147,Mississippi,31384.0,2713.0,39.4,2.1
28149,Mississippi,41121.0,1604.0,37.9,0.5
28151,Mississippi,29144.0,2264.0,36.2,0.4
28153,Mississippi,32557.0,3328.0,36.7,0.7
28155,Mississippi,34448.0,2909.0,41.1,1.1
28157,Mississippi,29931.0,5159.0,36.8,1.0
28159,Mississippi,33202.0,3509.0,40.5,0.6
28161,Mississippi,36502.0,4546.0,41.5,1.3
28163,Mississippi,28961.0,3442.0,35.8,0.3
29001,Missouri,37516.0,3100.0,27.9,0.6
29003,Missouri,55613.0,4822.0,42.3,0.6
29005,Missouri,43933.0,4030.0,47.1,0.6
29007,Missouri,41310.0,1457.0,39.2,0.6
29009,Missouri,39033.0,3095.0,43.3,0.8
29011,Missouri,37467.0,2772.0,41.1,0.7
29013,Missouri,41060.0,3025.0,41.9,0.7
29015,Missouri,33042.0,2179.0,52.5,0.3
29017,Missouri,39707.0,3795.0,43.1,1.0
29019,Missouri,49899.0,1601.0,30.1,0.2
29021,Missouri,46315.0,1739.0,36.8,0.3
29023,Missouri,35738.0,1990.0,40.0,0.6
29025,Missouri,43691.0,3875.0,42.3,0.5
29027,Missouri,47744.0,2530.0,37.8,0.7
29029,Missouri,44816.0,1862.0,49.8,0.2
29031,Missouri,46050.0,1684.0,36.0,0.3
29033,Missouri,42415.0,5120.0,42.4,0.6
29035,Missouri,33034.0,4853.0,40.9,1.7
29037,Missouri,61584.0,1374.0,39.2,0.3
29039,Missouri,31532.0,2972.0,44.8,0.6
29041,Missouri,40642.0,1638.0,45.5,0.3
29043,Missouri,53270.0,1458.0,37.8,0.4
29045,Missouri,43883.0,3241.0,43.7,0.4
29047,Missouri,62099.0,1206.0,36.6,0.2
29049,Missouri,54773.0,4862.0,41.0,0.7
29051,Missouri,53088.0,2136.0,38.0,0.4
29053,Missouri,44549.0,2804.0,38.6,0.4
29055,Missouri,36743.0,3185.0,41.2,0.5
29057,Missouri,37035.0,2953.0,47.1,0.6
29059,Missouri,38062.0,3318.0,43.0,0.7
29061,Missouri,41642.0,3009.0,40.5,0.7
29063,Missouri,41406.0,3277.0,40.1,0.5
29065,Missouri,36831.0,2566.0,43.4,1.0
29067,Missouri,30508.0,1826.0,47.3,0.3
29069,Missouri,31077.0,1712.0,39.8,0.6
29071,Missouri,48480.0,1890.0,40.2,0.4
29073,Missouri,42826.0,3673.0,45.6,0.3
29075,Missouri,41912.0,3041.0,41.4,0.7
29077,Missouri,41227.0,657.0,35.6,0.1
29079,Missouri,37656.0,2389.0,41.0,1.1
29081,Missouri,39301.0,2415.0,42.4,0.8
29083,Missouri,42181.0,3047.0,44.1,0.5
29085,Missouri,32122.0,3355.0,53.5,0.6
29087,Missouri,42500.0,2637.0,47.4,0.4
29089,Missouri,44820.0,3044.0,38.8,0.9
29091,Missouri,32784.0,1602.0,40.6,0.6
29093,Missouri,36239.0,2219.0,43.1,0.5
29095,Missouri,46869.0,583.0,36.5,0.1
29097,Missouri,41811.0,1070.0,35.5,0.2
29099,Missouri,55348.0,1230.0,38.6,0.3
29101,Missouri,49792.0,2561.0,29.7,0.2
29103,Missouri,38289.0,2164.0,43.6,0.9
29105,Missouri,39712.0,2881.0,39.8,0.7
29107,Missouri,50723.0,2799.0,41.0,0.8
29109,Missouri,40597.0,2018.0,39.6,0.6
29111,Missouri,43909.0,2727.0,39.3,0.7
29113,Missouri,53718.0,2293.0,36.5,0.5
29115,Missouri,37997.0,2442.0,42.8,0.5
29117,Missouri,43350.0,3719.0,42.0,0.7
29119,Missouri,38368.0,2156.0,37.0,0.6
29121,Missouri,36976.0,2057.0,42.9,0.6
29123,Missouri,35097.0,4993.0,42.3,1.6
29125,Missouri,39700.0,5064.0,44.2,0.6
29127,Missouri,40814.0,1474.0,39.7,0.5
29129,Missouri,40768.0,3279.0,44.1,0.4
29131,Missouri,38094.0,2006.0,40.8,0.5
29133,Missouri,28347.0,2186.0,39.3,0.9
29135,Missouri,47725.0,2316.0,38.0,0.6
29137,Missouri,43138.0,2461.0,44.8,0.3
29139,Missouri,39830.0,2294.0,43.7,0.5
29141,Missouri,33525.0,1668.0,46.5,0.5
29143,Missouri,33630.0,3065.0,40.5,0.6
29145,Missouri,43290.0,1699.0,39.7,0.4
29147,Missouri,35854.0,1955.0,28.3,0.5
29149,Missouri,29851.0,1988.0,45.8,0.6
29151,Missouri,52693.0,2164.0,39.8,0.5
29153,Missouri,31399.0,1473.0,50.7,0.5
29155,Missouri,29238.0,2638.0,37.6,0.5
29157,Missouri,51499.0,2716.0,39.7,0.8
29159,Missouri,39928.0,1478.0,37.5,0.4
29161,Missouri,41618.0,1758.0,34.4,0.7
29163,Missouri,41750.0,2988.0,39.5,1.2
29165,Missouri,68254.0,1822.0,38.3,0.3
29167,Missouri,41130.0,2157.0,37.5,0.9
29169,Missouri,47931.0,2529.0,26.8,0.5
29171,Missouri,36346.0,4384.0,46.4,1.1
29173,Missouri,47345.0,2965.0,45.1,0.8
29175,Missouri,37832.0,2748.0,38.4,0.6
29177,Missouri,52526.0,2703.0,41.5,0.6
29179,Missouri,35648.0,3355.0,46.6,0.5
29181,Missouri,32444.0,3708.0,41.6,0.6
29183,Missouri,72415.0,1141.0,37.4,0.2
29185,Missouri,32046.0,1490.0,49.7,0.3
29186,Missouri,47014.0,2519.0,42.5,0.6
29187,Missouri,39741.0,2003.0,38.9,0.6
29189,Missouri,59755.0,723.0,40.2,0.1
29195,Missouri,40101.0,2635.0,38.2,1.2
29197,Missouri,37500.0,3596.0,41.3,0.7
29199,Missouri,39772.0,3209.0,39.1,1.3
29201,Missouri,39162.0,1848.0,39.7,0.6
29203,Missouri,32404.0,5752.0,44.5,0.4
29205,Missouri,39087.0,2816.0,42.4,1.3
29207,Missouri,38203.0,2247.0,42.0,0.5
29209,Missouri,40510.0,2115.0,51.3,0.2
29211,Missouri,40197.0,3024.0,40.9,0.8
29213,Missouri,38357.0,1583.0,41.5,0.5
29215,Missouri,35088.0,2370.0,41.6,0.9
29217,Missouri,40693.0,2062.0,40.6,0.8
29219,Missouri,51133.0,3565.0,40.2,0.8
29221,Missouri,35305.0,2162.0,40.1,0.7
29223,Missouri,33750.0,2295.0,46.7,0.4
29225,Missouri,44451.0,2032.0,38.1,0.6
29227,Missouri,45952.0,4474.0,47.8,0.8
29229,Missouri,29778.0,2755.0,41.7,0.7
29510,Missouri,35599.0,758.0,34.6,0.1
30001,Montana,41512.0,4012.0,42.6,1.2
30003,Montana,41622.0,4367.0,29.8,0.4
30005,Montana,36744.0,2265.0,34.5,0.3
30007,Montana,50115.0,4302.0,45.8,0.6
30009,Montana,49767.0,3374.0,49.1,0.4
