GEOID,state,income,income.moe,age,age.moe
13313,Georgia,40596.0,1434.0,34.8,0.1
13315,Georgia,32043.0,3112.0,39.4,0.7
13317,Georgia,32727.0,2523.0,44.4,0.6
13319,Georgia,38485.0,3304.0,41.6,0.6
13321,Georgia,37974.0,4812.0,40.4,0.9
15001,Hawaii,52108.0,1215.0,41.1,0.3
15003,Hawaii,74460.0,773.0,36.9,0.1
15005,Hawaii,66250.0,9909.0,51.9,8.7
15007,Hawaii,65101.0,2955.0,41.6,0.4
15009,Hawaii,66476.0,2202.0,40.0,0.3
16001,Idaho,56356.0,1082.0,35.8,0.2
16003,Idaho,39565.0,3928.0,51.3,0.5
16005,Idaho,43779.0,1584.0,32.7,0.3
16007,Idaho,48654.0,4245.0,39.5,0.9
16009,Idaho,39863.0,3459.0,45.4,0.2
16011,Idaho,50155.0,2345.0,32.9,0.4
16013,Idaho,60088.0,7095.0,43.0,0.7
16015,Idaho,44238.0,6671.0,52.0,0.8
16017,Idaho,42171.0,2148.0,47.2,0.4
16019,Idaho,50762.0,1206.0,32.4,0.2
16021,Idaho,38961.0,4319.0,43.7,0.8
16023,Idaho,37891.0,6713.0,40.9,4.4
16025,Idaho,42614.0,7321.0,42.1,11.2
16027,Idaho,42888.0,1106.0,32.8,0.2
16029,Idaho,58021.0,4166.0,36.8,0.4
16031,Idaho,45695.0,2061.0,31.7,0.3
16033,Idaho,33672.0,4785.0,32.7,3.3
16035,Idaho,38837.0,2225.0,50.2,0.3
16037,Idaho,39457.0,3030.0,52.0,3.2
16039,Idaho,43848.0,2110.0,30.8,0.4
16041,Idaho,48133.0,5163.0,32.4,0.6
16043,Idaho,47988.0,4031.0,36.3,0.5
16045,Idaho,40828.0,3414.0,44.7,1.2
16047,Idaho,39930.0,3884.0,36.3,0.8
16049,Idaho,38191.0,2196.0,48.9,0.5
16051,Idaho,51171.0,2160.0,31.1,0.6
16053,Idaho,41630.0,2618.0,32.1,0.4
16055,Idaho,49403.0,1537.0,39.4,0.4
16057,Idaho,42439.0,2751.0,28.5,0.4
16059,Idaho,34329.0,3194.0,51.2,0.6
16061,Idaho,36505.0,2374.0,48.2,0.7
16063,Idaho,43273.0,2766.0,33.8,0.7
16065,Idaho,32233.0,1885.0,23.2,0.2
16067,Idaho,44853.0,2089.0,35.5,0.3
16069,Idaho,48160.0,2178.0,41.6,0.6
16071,Idaho,41338.0,2699.0,39.0,2.1
16073,Idaho,33440.0,2692.0,37.5,0.4
16075,Idaho,44257.0,2348.0,38.5,1.5
16077,Idaho,44779.0,3316.0,34.2,1.0
16079,Idaho,37665.0,2716.0,47.1,0.4
16081,Idaho,53474.0,5555.0,35.2,0.4
16083,Idaho,44048.0,2081.0,34.5,0.2
16085,Idaho,48384.0,7162.0,49.4,0.4
16087,Idaho,34775.0,3150.0,44.9,0.9
17001,Illinois,45965.0,1350.0,40.6,0.4
17003,Illinois,27265.0,3011.0,39.7,1.0
17005,Illinois,47946.0,3835.0,40.1,1.2
17007,Illinois,58248.0,4054.0,38.2,0.5
17009,Illinois,50739.0,4955.0,37.7,0.7
17011,Illinois,50423.0,1480.0,43.4,0.2
17013,Illinois,53869.0,5535.0,46.9,0.7
17015,Illinois,48631.0,3558.0,47.5,0.6
17017,Illinois,47434.0,3013.0,39.2,1.6
17019,Illinois,46495.0,1077.0,29.3,0.1
17021,Illinois,45334.0,2860.0,42.0,0.5
17023,Illinois,50517.0,2304.0,43.4,0.6
17025,Illinois,44209.0,2123.0,42.8,0.5
17027,Illinois,63236.0,2172.0,40.1,0.5
17029,Illinois,39588.0,2470.0,33.3,0.4
17031,Illinois,55251.0,327.0,35.9,0.1
17033,Illinois,47468.0,2993.0,42.4,0.5
17035,Illinois,46061.0,3690.0,41.6,0.8
17037,Illinois,54101.0,2012.0,30.3,0.1
17039,Illinois,53959.0,2647.0,42.8,0.7
17041,Illinois,51810.0,2087.0,38.3,0.5
17043,Illinois,79658.0,899.0,38.8,0.1
17045,Illinois,45691.0,2266.0,43.4,0.8
17047,Illinois,44497.0,2264.0,43.7,0.7
17049,Illinois,52224.0,2392.0,38.9,0.5
17051,Illinois,43944.0,2186.0,40.1,0.6
17053,Illinois,49947.0,2078.0,42.7,1.0
17055,Illinois,39512.0,1552.0,42.1,0.4
17057,Illinois,46083.0,1993.0,42.2,0.4
17059,Illinois,39636.0,4202.0,45.1,0.5
17061,Illinois,42565.0,2439.0,42.6,0.6
17063,Illinois,65887.0,3181.0,37.2,0.6
17065,Illinois,44159.0,8254.0,43.2,0.6
17067,Illinois,47699.0,2679.0,46.2,0.4
17069,Illinois,38838.0,4037.0,46.6,2.9
17071,Illinois,47672.0,4577.0,49.1,0.5
17073,Illinois,53480.0,1445.0,42.2,0.5
17075,Illinois,47834.0,1978.0,44.1,0.2
17077,Illinois,33871.0,2317.0,30.1,0.3
17079,Illinois,54209.0,2617.0,42.9,0.5
17081,Illinois,43247.0,2341.0,40.7,0.4
17083,Illinois,53271.0,1829.0,42.3,0.5
17085,Illinois,53221.0,1951.0,48.2,0.3
17087,Illinois,42287.0,2214.0,43.2,0.7
17089,Illinois,70696.0,1068.0,35.9,0.2
17091,Illinois,52110.0,1466.0,37.3,0.2
17093,Illinois,84385.0,2609.0,33.8,0.3
17095,Illinois,39976.0,1529.0,42.1,0.4
17097,Illinois,78026.0,980.0,37.6,0.2
17099,Illinois,50633.0,1642.0,41.6,0.4
17101,Illinois,40841.0,2772.0,40.7,1.8
17103,Illinois,52379.0,2253.0,42.2,0.7
17105,Illinois,54254.0,2297.0,41.3,0.5
17107,Illinois,50539.0,2403.0,39.7,0.5
17109,Illinois,40314.0,2322.0,30.7,0.4
17111,Illinois,77222.0,1689.0,39.3,0.2
17113,Illinois,62211.0,1191.0,32.7,0.2
17115,Illinois,47176.0,1177.0,40.6,0.3
17117,Illinois,51206.0,2031.0,42.6,0.4
17119,Illinois,53431.0,1065.0,39.5,0.3
17121,Illinois,42238.0,1761.0,41.7,0.3
17123,Illinois,53423.0,1419.0,45.9,0.5
17125,Illinois,41567.0,2527.0,44.7,0.3
17127,Illinois,40977.0,3686.0,43.7,0.9
17129,Illinois,60486.0,2754.0,42.5,1.0
17131,Illinois,54757.0,3176.0,44.3,0.4
17133,Illinois,70859.0,3407.0,42.1,0.5
17135,Illinois,46966.0,1701.0,42.2,0.6
17137,Illinois,45978.0,1677.0,41.0,0.4
17139,Illinois,49681.0,4409.0,41.0,0.6
17141,Illinois,54849.0,1940.0,41.5,0.5
17143,Illinois,51147.0,845.0,36.8,0.2
17145,Illinois,42478.0,3273.0,40.8,0.8
17147,Illinois,66261.0,4430.0,43.3,0.5
17149,Illinois,40588.0,1689.0,42.6,0.6
17151,Illinois,39223.0,4776.0,47.7,2.7
17153,Illinois,31980.0,1832.0,43.5,0.5
17155,Illinois,56358.0,5810.0,46.0,1.1
17157,Illinois,48158.0,2443.0,41.7,0.7
17159,Illinois,44127.0,1781.0,42.4,0.5
17161,Illinois,48817.0,1292.0,40.0,0.3
17163,Illinois,49895.0,1296.0,37.7,0.3
17165,Illinois,38258.0,2003.0,42.4,0.6
17167,Illinois,56167.0,1005.0,39.7,0.3
17169,Illinois,47723.0,3004.0,44.7,1.2
17171,Illinois,47222.0,4237.0,43.5,0.5
17173,Illinois,47850.0,3017.0,44.4,0.2
17175,Illinois,50085.0,5985.0,45.9,0.4
17177,Illinois,45331.0,1708.0,44.3,0.3
17179,Illinois,58194.0,1612.0,40.5,0.3
17181,Illinois,42606.0,3300.0,43.6,0.7
17183,Illinois,42977.0,1779.0,40.0,0.3
17185,Illinois,47491.0,4371.0,42.7,0.9
17187,Illinois,43699.0,3315.0,40.2,0.7
17189,Illinois,53202.0,2896.0,42.6,0.4
17191,Illinois,44993.0,2346.0,42.4,0.5
17193,Illinois,44648.0,3314.0,44.5,0.4
17195,Illinois,47401.0,1519.0,42.7,0.3
17197,Illinois,76101.0,809.0,36.6,0.2
17199,Illinois,44453.0,1958.0,41.0,0.5
17201,Illinois,48225.0,832.0,39.2,0.2
17203,Illinois,65852.0,2867.0,39.9,0.6
18001,Indiana,48188.0,2880.0,33.8,0.3
18003,Indiana,49092.0,839.0,35.6,0.1
18005,Indiana,55050.0,1705.0,38.1,0.4
18007,Indiana,47046.0,2204.0,40.4,0.6
18009,Indiana,38190.0,1641.0,43.3,0.5
18011,Indiana,67552.0,2778.0,38.8,0.5
18013,Indiana,54615.0,3712.0,48.3,0.8
18015,Indiana,52005.0,2831.0,41.5,0.5
18017,Indiana,42290.0,1971.0,40.1,0.5
18019,Indiana,51699.0,1510.0,38.7,0.3
18021,Indiana,47602.0,2539.0,40.4,0.5
18023,Indiana,48478.0,2158.0,38.4,0.6
18025,Indiana,38695.0,3428.0,43.1,0.8
18027,Indiana,47342.0,1870.0,35.0,0.3
18029,Indiana,58680.0,2995.0,41.7,0.4
18031,Indiana,49799.0,2656.0,39.5,0.7
18033,Indiana,48341.0,2573.0,38.6,0.6
18035,Indiana,38830.0,977.0,34.8,0.1
18037,Indiana,53513.0,1721.0,41.2,0.6
18039,Indiana,47913.0,1143.0,35.2,0.1
18041,Indiana,39379.0,3200.0,42.2,0.7
18043,Indiana,54914.0,1800.0,39.6,0.5
18045,Indiana,46760.0,2989.0,42.3,0.5
18047,Indiana,51748.0,2963.0,41.2,1.2
18049,Indiana,45332.0,2731.0,41.7,0.7
18051,Indiana,48303.0,1589.0,40.0,0.5
18053,Indiana,40294.0,1275.0,40.0,0.4
18055,Indiana,45397.0,3040.0,42.3,0.5
18057,Indiana,86222.0,1856.0,36.1,0.2
18059,Indiana,66606.0,1913.0,39.8,0.4
18061,Indiana,52128.0,2986.0,41.7,0.5
18063,Indiana,70163.0,1906.0,37.4,0.3
18065,Indiana,41855.0,1443.0,42.2,0.3
18067,Indiana,44226.0,2187.0,41.5,0.4
18069,Indiana,46945.0,1854.0,39.8,0.4
18071,Indiana,47000.0,1869.0,38.3,0.7
18073,Indiana,55374.0,3120.0,38.8,0.5
18075,Indiana,41021.0,2179.0,39.5,0.9
18077,Indiana,45718.0,1835.0,40.7,0.8
18079,Indiana,44736.0,2657.0,39.4,0.6
18081,Indiana,62147.0,1830.0,37.3,0.3
18083,Indiana,42725.0,2193.0,39.2,0.7
18085,Indiana,52821.0,1366.0,37.9,0.3
18087,Indiana,49964.0,1347.0,31.1,0.4
18089,Indiana,50135.0,639.0,38.1,0.2
18091,Indiana,46872.0,1714.0,39.9,0.3
18093,Indiana,45875.0,1842.0,41.9,0.4
18095,Indiana,44195.0,1168.0,39.8,0.3
18097,Indiana,42168.0,428.0,34.1,0.1
18099,Indiana,48485.0,2296.0,39.5,0.6
18101,Indiana,44589.0,4399.0,42.5,0.8
18103,Indiana,45184.0,2384.0,40.1,0.7
18105,Indiana,42404.0,1539.0,28.4,0.2
18107,Indiana,48213.0,2275.0,40.2,0.5
18109,Indiana,55432.0,2665.0,40.9,0.4
18111,Indiana,46895.0,5423.0,43.0,0.6
18113,Indiana,49331.0,1879.0,37.9,0.4
18115,Indiana,48780.0,5008.0,46.0,0.4
18117,Indiana,39812.0,2839.0,40.9,0.8
18119,Indiana,43948.0,1902.0,43.9,0.5
18121,Indiana,40781.0,3064.0,41.8,1.2
18123,Indiana,47470.0,2811.0,41.4,0.6
18125,Indiana,44399.0,4302.0,43.4,0.7
18127,Indiana,63926.0,1956.0,39.2,0.2
18129,Indiana,58101.0,3434.0,42.5,0.4
18131,Indiana,43836.0,2944.0,41.3,0.9
18133,Indiana,51355.0,3131.0,37.5,0.6
18135,Indiana,40810.0,1723.0,42.2,0.6
18137,Indiana,51170.0,1792.0,40.4,0.6
18139,Indiana,45121.0,2771.0,41.3,0.7
18141,Indiana,45471.0,828.0,36.5,0.2
18143,Indiana,44442.0,2053.0,40.3,0.6
18145,Indiana,53584.0,2000.0,41.0,0.6
18147,Indiana,55247.0,2532.0,42.7,0.4
18149,Indiana,42208.0,2646.0,41.6,0.6
18151,Indiana,48472.0,2487.0,41.7,0.4
18153,Indiana,45023.0,4247.0,40.8,0.7
18155,Indiana,44061.0,2816.0,40.1,1.2
18157,Indiana,45932.0,1223.0,27.9,0.2
18159,Indiana,51613.0,3342.0,43.8,0.5
18161,Indiana,44277.0,5063.0,42.1,1.3
18163,Indiana,43046.0,1049.0,37.8,0.3
18165,Indiana,43600.0,1879.0,42.9,0.5
18167,Indiana,40313.0,1182.0,36.0,0.3
18169,Indiana,45649.0,1432.0,42.4,0.6
18171,Indiana,56042.0,3523.0,44.1,0.5
18173,Indiana,62185.0,2005.0,40.6,0.5
18175,Indiana,41289.0,2188.0,40.7,0.5
18177,Indiana,38494.0,1518.0,40.9,0.3
18179,Indiana,51101.0,1732.0,41.2,0.5
18181,Indiana,52154.0,3438.0,42.0,0.4
18183,Indiana,54389.0,2484.0,41.0,0.5
19001,Iowa,46526.0,2513.0,45.9,0.4
19003,Iowa,48043.0,5022.0,46.8,0.5
19005,Iowa,45890.0,2455.0,45.1,0.3
19007,Iowa,41394.0,1872.0,44.7,0.3
19009,Iowa,46979.0,4662.0,47.8,0.5
19011,Iowa,60606.0,2773.0,41.4,0.4
19013,Iowa,48369.0,1415.0,34.7,0.1
19015,Iowa,52985.0,2343.0,41.3,0.5
19017,Iowa,62163.0,2072.0,38.6,0.5
19019,Iowa,56150.0,2046.0,38.4,0.7
19021,Iowa,48195.0,2162.0,35.9,0.6
19023,Iowa,52360.0,1539.0,43.5,0.4
19025,Iowa,44921.0,2895.0,46.0,0.5
19027,Iowa,50559.0,3518.0,42.3,0.5
19029,Iowa,43750.0,2378.0,44.7,0.5
19031,Iowa,59047.0,2534.0,42.1,0.7
19033,Iowa,46122.0,1395.0,44.2,0.3
19035,Iowa,48599.0,4399.0,46.6,0.4
19037,Iowa,47040.0,2495.0,44.1,0.6
19039,Iowa,43327.0,3242.0,39.6,0.5
19041,Iowa,50389.0,4507.0,42.2,0.8
19043,Iowa,48007.0,1518.0,45.4,0.3
19045,Iowa,50498.0,2968.0,42.1,0.5
19047,Iowa,48084.0,4013.0,38.0,0.8
19049,Iowa,76320.0,2150.0,34.7,0.2
19051,Iowa,48888.0,2904.0,38.0,0.8
19053,Iowa,38560.0,2684.0,37.4,0.6
19055,Iowa,58274.0,2430.0,43.1,0.4
19057,Iowa,44423.0,1418.0,42.1,0.5
19059,Iowa,57265.0,2366.0,48.7,0.5
19061,Iowa,54605.0,1219.0,38.8,0.4
19063,Iowa,47795.0,3758.0,41.5,1.4
19065,Iowa,44928.0,2331.0,43.1,0.4
19067,Iowa,44797.0,3209.0,43.6,0.5
19069,Iowa,48605.0,2080.0,42.8,1.1
19071,Iowa,53324.0,2830.0,46.4,0.4
19073,Iowa,46898.0,2939.0,45.1,0.3
19075,Iowa,56750.0,2626.0,42.2,0.5
19077,Iowa,51013.0,1670.0,45.9,0.4
19079,Iowa,49813.0,3439.0,42.4,0.8
19081,Iowa,52981.0,3570.0,44.0,0.9
19083,Iowa,51019.0,1670.0,44.7,0.3
19085,Iowa,53567.0,2881.0,43.8,0.4
19087,Iowa,49321.0,2690.0,40.7,0.7
19089,Iowa,49869.0,3486.0,42.2,0.6
19091,Iowa,47252.0,3356.0,43.7,0.5
19093,Iowa,46993.0,2561.0,45.1,0.4
19095,Iowa,59375.0,5982.0,42.4,0.9
19097,Iowa,49028.0,2720.0,44.5,0.3
19099,Iowa,55033.0,2218.0,42.2,0.4
19101,Iowa,42899.0,3322.0,42.5,0.9
19103,Iowa,55700.0,2099.0,29.8,0.2
19105,Iowa,55060.0,2891.0,43.2,0.5
19107,Iowa,43838.0,2685.0,44.3,0.3
19109,Iowa,51496.0,2160.0,46.1,0.4
19111,Iowa,43312.0,1869.0,42.9,0.4
19113,Iowa,59322.0,1387.0,37.1,0.2
19115,Iowa,51144.0,3292.0,40.8,0.5
19117,Iowa,43962.0,2108.0,45.4,0.4
19119,Iowa,57130.0,2941.0,38.4,0.5
19121,Iowa,60060.0,3154.0,40.5,0.9
19123,Iowa,48726.0,3067.0,39.8,0.9
19125,Iowa,54693.0,2857.0,39.2,0.6
19127,Iowa,53351.0,1636.0,38.9,0.6
19129,Iowa,63979.0,2937.0,41.9,0.8
19131,Iowa,49488.0,3035.0,43.7,0.3
19133,Iowa,40302.0,2695.0,47.0,0.6
19135,Iowa,46304.0,4395.0,43.2,0.5
19137,Iowa,42418.0,3776.0,45.1,0.5
19139,Iowa,53676.0,1919.0,38.2,0.4
19141,Iowa,55227.0,3484.0,44.0,1.0
19143,Iowa,49448.0,2926.0,44.5,0.6
19145,Iowa,43912.0,2020.0,43.5,0.6
19147,Iowa,47113.0,2245.0,42.9,0.8
19149,Iowa,57130.0,2586.0,41.8,0.8
19151,Iowa,45069.0,2595.0,47.3,0.4
19153,Iowa,60061.0,876.0,35.0,0.1
19155,Iowa,51976.0,1225.0,39.2,0.4
19157,Iowa,51006.0,2327.0,40.9,0.6
19159,Iowa,47042.0,3689.0,46.3,0.5
19161,Iowa,49572.0,1708.0,46.1,0.4
19163,Iowa,55114.0,1052.0,37.6,0.2
19165,Iowa,50952.0,2615.0,46.6,0.4
19167,Iowa,61627.0,2482.0,33.3,0.3
19169,Iowa,50438.0,1346.0,25.9,0.2
19171,Iowa,55203.0,1959.0,43.0,0.5
19173,Iowa,44246.0,2840.0,43.7,0.5
19175,Iowa,44351.0,2897.0,40.6,0.7
19177,Iowa,45111.0,2697.0,43.9,0.7
19179,Iowa,42095.0,1372.0,39.8,0.5
19181,Iowa,64447.0,2075.0,38.4,0.5
19183,Iowa,56390.0,2418.0,41.5,0.8
19185,Iowa,43358.0,2705.0,44.5,0.5
19187,Iowa,42408.0,1846.0,39.7,0.6
19189,Iowa,47668.0,2807.0,43.2,1.0
19191,Iowa,54429.0,2466.0,40.6,0.7
19193,Iowa,46720.0,1256.0,35.4,0.2
19195,Iowa,48459.0,2871.0,44.8,0.2
19197,Iowa,43698.0,3902.0,44.6,0.4
20001,Kansas,38698.0,2328.0,41.2,0.5
20003,Kansas,40696.0,3600.0,41.7,0.8
20005,Kansas,43581.0,3090.0,35.9,1.0
20007,Kansas,51811.0,4410.0,44.9,1.9
20009,Kansas,44013.0,2922.0,39.3,1.2
20011,Kansas,38280.0,2234.0,37.3,0.6
20013,Kansas,43724.0,3194.0,42.5,0.5
20015,Kansas,58897.0,2862.0,37.8,0.4
20017,Kansas,38707.0,4490.0,46.2,1.7
20019,Kansas,37993.0,4214.0,49.1,0.7
20021,Kansas,41388.0,2422.0,41.4,0.6
20023,Kansas,44500.0,6435.0,49.6,0.9
20025,Kansas,42589.0,5461.0,44.4,3.3
20027,Kansas,52066.0,4939.0,42.2,1.1
20029,Kansas,39282.0,2669.0,42.3,0.9
20031,Kansas,57433.0,3784.0,44.1,0.6
20033,Kansas,45288.0,4795.0,45.7,5.0
20035,Kansas,43860.0,2337.0,38.2,0.5
20037,Kansas,36534.0,1708.0,32.6,0.4
20039,Kansas,40657.0,2538.0,52.3,0.7
20041,Kansas,49096.0,2692.0,41.7,0.5
20043,Kansas,47209.0,3667.0,38.8,0.8
20045,Kansas,50939.0,1104.0,28.8,0.2
20047,Kansas,47303.0,3173.0,45.2,0.8
20049,Kansas,36458.0,3723.0,50.4,0.4
20051,Kansas,45579.0,2813.0,32.2,0.7
20053,Kansas,47736.0,4806.0,44.2,1.3
20055,Kansas,49227.0,2165.0,30.4,0.2
20057,Kansas,50777.0,1792.0,30.9,0.4
20059,Kansas,51081.0,2161.0,39.0,0.8
20061,Kansas,43992.0,1535.0,26.2,0.3
20063,Kansas,46364.0,3730.0,47.4,2.9
20065,Kansas,43826.0,5814.0,49.8,0.3
20067,Kansas,55432.0,5919.0,32.8,0.7
20069,Kansas,61000.0,2948.0,36.1,0.6
20071,Kansas,47750.0,5443.0,49.4,2.1
20073,Kansas,38838.0,2724.0,48.0,0.9
20075,Kansas,45114.0,7686.0,38.0,4.0
20077,Kansas,43973.0,5905.0,43.0,1.3
20079,Kansas,51327.0,2906.0,38.6,0.4
20081,Kansas,56484.0,4096.0,36.1,0.9
20083,Kansas,54856.0,5706.0,47.8,3.4
20085,Kansas,54077.0,3921.0,40.8,0.8
20087,Kansas,57236.0,2104.0,43.5,0.6
20089,Kansas,40553.0,3513.0,52.1,0.7
20091,Kansas,76113.0,939.0,36.8,0.2
20093,Kansas,50506.0,5602.0,34.8,1.0
20095,Kansas,50844.0,4433.0,45.2,0.4
20097,Kansas,43963.0,2812.0,41.7,0.9
20099,Kansas,41439.0,2132.0,40.6,0.6
20101,Kansas,56507.0,3887.0,44.6,3.0
20103,Kansas,63726.0,2055.0,37.3,0.2
20105,Kansas,44276.0,5491.0,46.2,0.6
20107,Kansas,46964.0,2696.0,43.7,0.8
20109,Kansas,46875.0,3369.0,42.2,2.9
20111,Kansas,40021.0,2182.0,32.5,0.4
20113,Kansas,56128.0,2402.0,42.0,0.5
20115,Kansas,45927.0,2132.0,45.0,0.3
20117,Kansas,45374.0,2759.0,45.0,0.6
20119,Kansas,52250.0,1857.0,39.8,2.1
20121,Kansas,60966.0,4034.0,40.4,0.6
20123,Kansas,48217.0,4692.0,44.4,0.9
20125,Kansas,41083.0,1652.0,39.4,0.9
20127,Kansas,47089.0,2822.0,47.6,0.5
20129,Kansas,46028.0,6778.0,41.6,1.4
20131,Kansas,48653.0,3154.0,41.6,0.8
20133,Kansas,43195.0,2924.0,40.0,0.8
20135,Kansas,44904.0,3073.0,49.2,2.2
20137,Kansas,47852.0,10985.0,44.0,0.8
20139,Kansas,49915.0,2362.0,42.6,0.4
20141,Kansas,40216.0,3678.0,48.5,0.8
20143,Kansas,52479.0,3884.0,42.2,0.6
20145,Kansas,43250.0,8169.0,43.1,2.1
20147,Kansas,44170.0,1425.0,44.7,0.7
20149,Kansas,60216.0,3348.0,34.7,0.3
20151,Kansas,49550.0,4480.0,39.1,1.4
20153,Kansas,41579.0,4775.0,50.9,0.6
20155,Kansas,45288.0,1549.0,39.5,0.4
20157,Kansas,40449.0,1850.0,50.9,0.3
20159,Kansas,48460.0,3795.0,37.9,0.7
20161,Kansas,44437.0,1711.0,24.7,0.1
20163,Kansas,43558.0,3779.0,43.9,0.7
20165,Kansas,38854.0,4377.0,48.8,2.2
20167,Kansas,41102.0,4659.0,47.1,0.6
20169,Kansas,47801.0,1835.0,37.7,0.3
20171,Kansas,51850.0,10573.0,42.0,1.6
20173,Kansas,50657.0,597.0,34.6,0.1
20175,Kansas,47134.0,3527.0,29.4,0.4
20177,Kansas,50378.0,1143.0,38.8,0.3
20179,Kansas,49750.0,4815.0,45.7,0.9
20181,Kansas,39029.0,4372.0,38.4,1.6
20183,Kansas,43848.0,2126.0,50.7,0.4
20185,Kansas,47377.0,3697.0,43.7,0.9
20187,Kansas,43780.0,8780.0,35.7,2.8
20189,Kansas,55433.0,6296.0,34.9,0.9
20191,Kansas,50141.0,2850.0,40.8,0.7
20193,Kansas,48504.0,4154.0,35.3,1.1
20195,Kansas,54000.0,3335.0,49.1,1.9
20197,Kansas,54688.0,3683.0,42.1,1.1
20199,Kansas,47279.0,11550.0,41.8,3.1
20201,Kansas,45159.0,3716.0,46.3,0.7
20203,Kansas,57171.0,6871.0,35.7,7.5
20205,Kansas,40306.0,3085.0,43.8,0.5
20207,Kansas,35787.0,5287.0,47.4,0.6
20209,Kansas,40113.0,829.0,33.3,0.2
21001,Kentucky,33362.0,3062.0,41.0,0.7
21003,Kentucky,41326.0,3445.0,40.3,1.4
21005,Kentucky,53974.0,3350.0,39.9,1.0
21007,Kentucky,42244.0,2473.0,42.8,0.9
21009,Kentucky,38370.0,1807.0,40.4,0.7
21011,Kentucky,33483.0,2421.0,40.4,0.8
21013,Kentucky,22443.0,1863.0,41.1,0.4
21015,Kentucky,66730.0,1965.0,36.2,0.3
21017,Kentucky,45208.0,2863.0,41.1,0.9
21019,Kentucky,42319.0,2715.0,41.9,0.5
21021,Kentucky,39704.0,2136.0,41.0,0.7
21023,Kentucky,36327.0,4162.0,41.0,0.7
21025,Kentucky,25817.0,1366.0,40.7,0.4
21027,Kentucky,43479.0,3250.0,42.5,0.8
21029,Kentucky,55975.0,2043.0,39.3,0.4
21031,Kentucky,33536.0,4414.0,41.2,0.8
21033,Kentucky,42537.0,6024.0,42.6,0.5
21035,Kentucky,37034.0,2435.0,33.7,0.5
21037,Kentucky,54621.0,1722.0,37.3,0.4
21039,Kentucky,38829.0,2775.0,42.3,1.3
21041,Kentucky,41439.0,2384.0,36.9,0.8
21043,Kentucky,36696.0,2216.0,40.1,0.5
21045,Kentucky,32341.0,2241.0,42.1,0.5
21047,Kentucky,39521.0,1656.0,28.5,0.2
21049,Kentucky,47959.0,2888.0,41.7,0.7
21051,Kentucky,21549.0,1892.0,39.1,0.7
21053,Kentucky,28025.0,2629.0,40.7,0.8
21055,Kentucky,35316.0,3742.0,43.0,1.0
21057,Kentucky,32019.0,3342.0,44.8,0.3
21059,Kentucky,45989.0,1577.0,39.1,0.4
21061,Kentucky,41710.0,3938.0,42.5,0.7
21063,Kentucky,28224.0,5065.0,41.7,0.6
21065,Kentucky,29770.0,4117.0,42.7,0.5
21067,Kentucky,49778.0,810.0,34.1,0.2
21069,Kentucky,35469.0,4094.0,40.4,0.4
21071,Kentucky,30096.0,2551.0,40.5,0.5
21073,Kentucky,47964.0,2842.0,40.7,0.4
21075,Kentucky,28359.0,4067.0,42.8,0.7
21077,Kentucky,48370.0,3904.0,37.8,1.3
21079,Kentucky,44243.0,2240.0,41.8,0.5
21081,Kentucky,44824.0,3492.0,36.7,0.7
21083,Kentucky,39530.0,2015.0,40.3,0.4
21085,Kentucky,35030.0,2737.0,39.7,0.6
21087,Kentucky,34982.0,4555.0,44.2,0.3
21089,Kentucky,45370.0,1926.0,42.9,0.5
21091,Kentucky,50476.0,3754.0,41.6,0.8
21093,Kentucky,50765.0,1766.0,35.7,0.2
21095,Kentucky,25814.0,1880.0,41.0,0.5
21097,Kentucky,35681.0,2545.0,41.9,0.7
21099,Kentucky,34774.0,2799.0,40.9,0.6
21101,Kentucky,41036.0,2205.0,40.1,0.4
21103,Kentucky,46495.0,2717.0,41.3,0.6
21105,Kentucky,41218.0,3677.0,47.7,1.2
21107,Kentucky,42346.0,1747.0,40.8,0.4
21109,Kentucky,29826.0,2574.0,39.8,1.0
21111,Kentucky,48695.0,711.0,37.9,0.2
21113,Kentucky,50558.0,2236.0,37.4,0.5
21115,Kentucky,35570.0,1792.0,40.9,0.7
21117,Kentucky,54296.0,1616.0,36.4,0.2
21119,Kentucky,30411.0,3850.0,40.8,0.5
21121,Kentucky,26599.0,2214.0,39.2,0.6
21123,Kentucky,38578.0,3292.0,40.6,0.5
21125,Kentucky,36020.0,1271.0,38.5,0.4
21127,Kentucky,35935.0,4264.0,40.3,1.0
21129,Kentucky,22698.0,3375.0,41.9,0.9
21131,Kentucky,25872.0,4978.0,42.0,0.7
21133,Kentucky,30333.0,2764.0,41.6,0.7
21135,Kentucky,28630.0,2096.0,40.8,0.7
21137,Kentucky,37139.0,1784.0,40.3,0.8
21139,Kentucky,42171.0,4811.0,45.9,0.6
21141,Kentucky,38570.0,2613.0,40.5,0.4
21143,Kentucky,46931.0,3437.0,49.0,0.8
21145,Kentucky,44067.0,2174.0,42.5,0.3
21147,Kentucky,19328.0,2179.0,38.8,1.3
21149,Kentucky,40770.0,3639.0,41.8,1.0
21151,Kentucky,42390.0,2162.0,33.9,0.3
21153,Kentucky,28500.0,3420.0,41.0,0.7
21155,Kentucky,38826.0,3588.0,38.8,0.6
21157,Kentucky,45212.0,2855.0,44.9,0.3
21159,Kentucky,25795.0,4616.0,38.1,0.6
21161,Kentucky,38824.0,2186.0,41.1,0.6
21163,Kentucky,49884.0,1918.0,36.7,0.5
